Issue key,Custom field (Release Note),Summary,Custom field (Git Pull Request),Custom field (External Issue URL),Components
ACP2E-2897,GraphQL adds to cart correctly the same product with different custom options,[CLOUD] graphql addProductsToCart api issue with custom option,<https://github.com/magento/magento2/commit/c971859e>,"",Cart & Checkout
ACP2E-2901,"The system now correctly clears product attributes values in subsequent scheduled updates when such attributes is modified in the currently running update. Previously, when a product attribute was modified by a running scheduled update, it was impossible to clear such attributes values when creating a new scheduled update, requiring the user to re-edit them after creation.",Scheduled update settings not saved if originally added by running update,"","",Staging & Preview
ACP2E-2902,"The issue has been resolved by assigning the correct store to product options during product options CSV imports.
Previously, assigned to the admin store instead of their respective store.",Add/Update Import on Products Duplicating Customizable Options,<https://github.com/magento/magento2/commit/3a7c4d17>,"",Import / export
ACP2E-2903,"Now clicking on an image, links in wysiwyg editor in Page Builder text element will load proper data in the image, link configuration dialog. Also adding a link to an image in the editor now works properly. Previously, the image was replaced with a link.",Page Builder replaces image when trying to add link and other usability glitches. ,<https://github.com/magento/magento2-page-builder/commit/4d5db10a>,"",Content
ACP2E-2905,"Previously, multi-website architecture with different currencies and customer groups could not correctly apply discounts to the store. After this fix is implemented, multi-website architecture with different customer group price discounts will apply successfully to different stores.",[Cloud] Issue of Quote in multi-website architecture,<https://github.com/magento/magento2/commit/a4fbf702>,https://github.com/magento/magento2/issues/38506,Catalog
ACP2E-2909,There is no javascript error in browser console while deleting option from bundle product.,dynamic-rows.js:658 Uncaught TypeError: dataRecord.slice while editing bundle products ,<https://github.com/magento/magento2/commit/93d50f8d>,https://github.com/magento/magento2/issues/38505,Catalog
ACP2E-2910,"The system now executes the Order Rest API call within a reasonable timeframe, improving the performance when fetching a large number of orders. Previously, the Order Rest API call was taking a long time to execute, causing delays when retrieving a large number of orders.",Order Rest API call is taking a long time to execute,<https://github.com/magento/magento2/commit/001e5188>,"",Performance
ACP2E-2917,"The issue has been fixed by confirming that the custom property value is successfully received on the cart page. Previously, it wasn't fetched properly when switching between stores on the storefront cart page.",[Cloud] Related Products Rules not working when changing the store view,"","",Cart & Checkout
ACP2E-2923,"The system now saves a new customer address only once if the order failed to be created, preventing the creation of multiple identical addresses in the event of order placement errors. Previously, the system would save a new address each time an order placement attempt was made, regardless of whether the order was successfully created or not.",Multiple addresses added to the account when checkout as new customer,"<https://github.com/magento/magento2/commit/001e5188>, <https://github.com/magento/inventory/commit/2ebcef39>","",Cart & Checkout
ACP2E-2926,"The system now correctly applies Cart Price Rules for Visitor Customer Segments, even if the rule does not use a coupon, ensuring that the appropriate discounts are applied to the cart. Previously, discounts were not being applied to the cart for Visitor Customer Segments unless the Cart Price Rule used a coupon.",[CLOUD]Cart Price Rule for Visitors Customer Segment not applying discount on cart,"","",Promotion
ACP2E-2927,"The issue has been fixed by ensuring correct database entries for the customizable options for a non-default store. The checkbox for the custom store in the ""admin > Catalogue > Product Edit > Customizable Options"" section was previously unchecked owing to inaccurate database entries, even if the option title for the custom store stayed the same as the default store.",[REST API]: Use Default value in store view does not stay checked after adding configurations for a configurable product,<https://github.com/magento/magento2/commit/3056e9cb>,"",APIs
ACP2E-2928,Previously graphql products search with filter for zero prices did not return any results at all due to a thrown exception. Now the search returns results as expected.,"GraphQL Products call containing the price filter {from:""0""} returns no result",<https://github.com/magento/magento2/commit/c971859e>,"",GraphQL
ACP2E-2944,"Now, the custom module can be used in the order grid. Previously errors occurred while using a custom module.",[Cloud] addFilterToMap function is not working for certain columns,<https://github.com/magento/magento2/commit/3a7c4d17>,"",Product
ACP2E-2949,"Previously, the save object was called every time without any data changes (for any numeric data field - like int/float/double). It triggers the flag _hasDataChanges to be true and calls the save function. It also does not check the floating numbers encapsulated by string. After this fix applies, the save function will call only if the data is changed. The data value for int/float/double-check with the value passing to the function and does strict type matching",[Cloud]Follow-up: Mismatch in Data Comparison when checking if data has changes,<https://github.com/magento/magento2/commit/c8931218>,"","Catalog, Framework"
ACP2E-2950,Correct amount is displayed for bundle options in order on Storefront when currency other than base one was used.,[Cloud] Bundle Product wrong pricing in order confirmation,<https://github.com/magento/magento2/commit/a4fbf702>,"",Catalog
ACP2E-2956,"Product images and videos are configured in global scope. Given that you can't have a product video in one scope and not in another, Youtube API key setting has been set to global scope.",YouTube Video Adding Bug,<https://github.com/magento/magento2/commit/a4fbf702>,"",Catalog
ACP2E-2957,Regenerate image previews for images deleted and re-uploaded with same name through media gallery in page builder content.,Gallery in PageBuilder is showing old image thumbnail instead of newly uploaded image,"<https://github.com/magento/magento2/commit/001e5188>, <https://github.com/magento/magento2-page-builder/commit/60140cd2>","",Admin UI
ACP2E-2959,Product can be imported successfully regardless of the file name.,[Cloud] import cannot be used with directory var,<https://github.com/magento/magento2/commit/3a7c4d17>,"",Framework
ACP2E-2964,"The ""URL Path"" is now stored with the correct store ID. Previously, the store ID was incorrect, resulting in incorrect URL paths remaining in the database when moving categories.",[Cloud] URL update only for store_id=0,<https://github.com/magento/magento2/commit/9af794a4>,"",Catalog
ACP2E-2966,"The system now treats devices with a width of 768px as desktop, ensuring that the menu and header load correctly. Previously, devices with a width of 768px were treated as mobile, causing the menu and header to load in a mobile view.","In ipad mini the menu and header loads as mobile, instead they should load as desktop.","<https://github.com/magento/magento2/commit/35b1b1da>, <https://github.com/magento/magento2-page-builder/commit/4d5db10a>","",Framework
ACP2E-2969,"Prior to the fix, you were not able to make a successful API call for a product that had ""/"" in its SKU. Now, you can issue a successful API get request for product details even though its SKU has a forward slash in it.",REST API unable to make requests with slash (/) in SKU when using Oauth1,<https://github.com/magento/magento2/commit/b21e5d91>,"",APIs
ACP2E-2970,"The system now handles 0-byte images in the media gallery without disrupting functionality, allowing other images in the directory to be displayed and selected as expected. Previously, the presence of a 0-byte image in the media gallery would prevent all images in the directory from being displayed or selected.",Old media gallery fails to render images when a 0-byte image is placed in the directory,<https://github.com/magento/magento2/commit/35b1b1da>,"",Content
ACP2E-2978,"Previously, before the fix, the related products were reset and became empty when the secondary admin user clicked on the save button without changing in related product. After this fix, the secondary admin user clicks on the save button and the product doesn't reset and is saved successfully.",Saving product by admin user with different role scope overwrites/deletes existing Related product information in the product,<https://github.com/magento/magento2/commit/3056e9cb>,"",Admin UI
ACP2E-2979,"The system now correctly displays dynamic content associated with scheduled catalog price rules on the product detail page. Previously, dynamic content failed to load when catalog price rules were scheduled.",Catalog price rule is not showing when it is set to schedule with dynamic blocks,"","","Content, Staging & Preview"
ACP2E-2982,Issuing the refund over REST API when two identical requests were executed simultaneously will no longer create duplicate Credit Memos.,Order refund results in duplicate credit memo,<https://github.com/magento/magento2/commit/a4fbf702>,"","Order, Returns"
ACP2E-2990,A column 'created_at' date value is converted to the proper date format based on the store timezone in the customer export CSV section.,"Customer ""created_at"" date Not Converted to store time zone upon export",<https://github.com/magento/magento2/commit/3056e9cb>,"",Import / export
ACP2E-2999,Dates are saved according to updates for Cart Price Rule Staging.,Cart Price Rule from date and to date issue not Synced with Staging Update,"","",Staging & Preview
ACP2E-3002,"The system now correctly prevents sales emails from being sent when email communication is disabled. These emails will no longer be sent when email communication is re-enabled. Previously, sales emails initiated while email communication was disabled would still be sent once email communication was re-enabled.",[CLOUD] Cannot Disable Send Emails from Admin UI as Dev Docs shows,<https://github.com/magento/magento2/commit/c8931218>,"",Order
ACP2E-3003,Now correct base_row_total is returned from RESTFUL order API when cross-border transaction is enabled and coupon discount is applied.,[CLOUD] Incorrect base_row_total in RESTFUL order API when enabling cross-border transactions and applying coupon discounts,<https://github.com/magento/magento2/commit/9af794a4>,"","Order, Tax"
ACP2E-3004,"Previously, when placing a reorder through the Orders and Returns page, the customer was redirected to the login page. After this fix is applied, the registered customer is correctly redirected to the View Cart page when placing a reorder. The flow works the same as like as guest customers.",Reordering customer order via guest order form results an empty cart,<https://github.com/magento/magento2/commit/6a185204>,"",Cart & Checkout
ACP2E-3009,Incorrect product link data in REST API calls no longer cause critical errors.,async.operations.all executed and created an error.,<https://github.com/magento/magento2/commit/a4fbf702>,"",Catalog
ACP2E-3010,PHPSESSID no longer regenerates on POST requests on frontend area for a logged-in customer if L2 Redis cache is enabled and the customer was updated from the backend,[Cloud] PHPSESSID is changing each POST Request,<https://github.com/magento/magento2/commit/6a185204>,"",Cloud
ACP2E-3024,"The ""Type"" attribute is now available as a filter option in the ""Products to Match"" tab of the ""Related Product Rules"" module, allowing for more precise rule definition. Previously, this attribute was missing from the ""Products to Match"" tab, limiting the ability to create accurate matching criteria.","Missing ""Type"" Attribute in ""Products to Match"" Tab of Related Product Rules","","",Promotion
ACP2E-3025,"Previously, the restricted admin could not see the abandoned shopping cart from the admin panel for an associated website. After this fix is applied, the restricted admin can see the abandoned shopping cart from the admin panel.",Admin User with limited Role Resources unable to view Shopping Carts,<https://github.com/magento/magento2/commit/d1f7dc95>,"",Cart & Checkout
ACP2E-3028,"The system now correctly displays the PayLater message for Canadian PayPal merchant accounts on the Product Detail Page (PDP) when the buyer's country can be determined from the account billing address or shipment. Previously, the PayLater message was not displayed due to a missing parameter, resulting in an error in the browser console.",Paylater message not showing in PDP for Canadian paypal merchant account,<https://github.com/magento/magento2/commit/6a185204>,"",Payments
ACP2E-3029,"The system now supports pinch-to-zoom functionality on product detail page images in mobile view on Chrome, enhancing the mobile user experience. Previously, double-tapping on the image in mobile view on Chrome did not zoom in on the image as expected.",[Cloud] Mobile Issue Only not able to pinch on the PDP image,<https://github.com/magento/magento2/commit/148c3ead>,"",Catalog
ACP2E-3033,"The server limits for the request size of previously submitted selected IDs have been neglected by altering the HTTP request from GET to POST in order to fix the issue. Previously, due to the server limitations for GET request size, the issue was encountered.",Unable to export more than 200 orders,<https://github.com/magento/magento2/commit/93d50f8d>,"",Admin UI
ACP2E-3037,"If any required field is left empty, such as ""address,"" the server-side validation will not display the message. The client-side validation will ensure that the required field error notification appears, stating ""This is a required field."" Previously, the message ""address is required"" would appear if any required field was left empty, in addition to the client-side validation message.",Checkout page Validation message incorrect.,<https://github.com/magento/magento2/commit/9af794a4>,"",Admin UI
ACP2E-3044,"Previously an additional container(order references) was created that applied additional CSS classes, which caused unnecessary border lines were appearing below the order number inside the My Orders section, which isn't visible now.",Unnecessary borders on the My Orders section,<https://github.com/magento/magento2/commit/9af794a4>,"",B2B
ACP2E-3045,"The system now correctly maintains the order status as 'Processing' and the invoice status as 'Pending' when an order with an uncaptured payment has a shipment created. This ensures that orders are only marked as 'Closed' after being fully refunded. Previously, creating a shipment for an order with a pending invoice would incorrectly change the order status to 'Closed'.",Order closed without fully refunded,<https://github.com/magento/magento2/commit/6a185204>,"",Order
ACP2E-3046,"The system now correctly handles database update operations while mview update is running in background, preventing the occurrence of 'Base table or view not found' errors. Previously, some database update operations could result in 'Base table or view not found' error, if mview update was running at the same time.",Base table or view not found error when running mview cron while having a DDL operation,"","",Framework
ACP2E-3053,"Previously, with the configuration ticket mentioned, when we put price 0 for multiple products, it will throw an exception at the frontend category page. After this fix applied when multiple product price 0 and we load category page at frontend it wont throw any exception and will load category page successfully.",[Cloud] Elastic search error on certain category pages,<https://github.com/magento/magento2/commit/c8931218>,"","Catalog, Search"
ACP2E-3058,"The issue has been resolved by skipping an empty value checker for attribute value 0. Previously, it was considered empty and was causing the issue.",Missing label in LayeredNavigation with option name 0,<https://github.com/magento/magento2/commit/3a7c4d17>,"",Catalog
ACP2E-3061,"The system now correctly implements the effect-drop.js library, ensuring the proper functioning of jQuery UI effects. Previously, the effect-drop.js library was mistakenly overwritten with the effect-clip.js library, causing potential issues with jQuery UI effects.",[Cloud] Confusion library code in effect-drop.js of AC 2.4.4-p8,<https://github.com/magento/magento2/commit/35b1b1da>,"",UI Framework
ACP2E-3064,"The system now correctly saves changes made in the admin area using Page Builder, without throwing the error ""Page Builder was rendering for 5 seconds without releasing locks."" in the browser console. Previously, this error would occur when attempting to save changes, preventing the successful update of content.",Error Page Builder when editing CMS Block,"<https://github.com/magento/magento2/commit/35b1b1da>, <https://github.com/magento/magento2-page-builder/commit/4d5db10a>","",Content
ACP2E-3067,"AC is correctly reporting cron job related transactions to NewRelic. Previously, some cron job related transactions would be shown as ""OtherTransaction/Action/unknown"" in NR",Magento discards most New Relic cron transactions #34108,<https://github.com/magento/magento2/commit/35b1b1da>,"","Analytics / Reporting, Cloud"
ACP2E-3069,Fixed issue where customer group related information was saved in a wrong segment due to the old value of the X-Magento-Vary in request,Customers see prices from other customer groups,<https://github.com/magento/magento2/commit/d1f7dc95>,"",Catalog
ACP2E-3076,"The system now correctly deletes bundle options without triggering an error or causing the page to become unresponsive. Previously, attempting to delete bundle options would result in a ""Page Unresponsive"" error and prevent the product from being saved.",Error when deleting bundle options,<https://github.com/magento/magento2/commit/6a185204>,"",Catalog
ACP2E-3079,The API endpoint is now functioning as intended after the problem with the ID key missing from the API payload has been resolved.,"Customer address update failing when updating through REST API if ""validateDefaultAddress"" enabled",<https://github.com/magento/magento2/commit/9af794a4>,"",APIs
ACP2E-3080,"The user will be able to select any date from the ordered products report. Previously, after a table refresh, selecting 'FROM' date will reset 'TO' date.",Admin Ordered Products Report date range visibility issue.,<https://github.com/magento/magento2/commit/6f4805f8>,"",Analytics / Reporting
ACP2E-3090,Only the direct child categories are fetched while filtering by category_uid.,Handling Category Filters in GraphQL: includeDirectChildrenOnly and category_uid,<https://github.com/magento/magento2/commit/93d50f8d>,"","Catalog, GraphQL"
ACP2E-3091,"Now Tier Price Rest Api doesn't allow to create the Duplicate website group price customer group.
Previously it was possible to create the Duplicate website group price customer group in Tier Prices Api that would not pass validation in Admin during product save.",[Cloud] Creating the Duplicate website group price customer group in Tier Prices Api.,<https://github.com/magento/magento2/commit/148c3ead>,"",APIs
ACP2E-3092,Bundle product is now added to the cart via widgets without errors.,[CLOUD] No buttons of checkout or edit cart on the cart section,"<https://github.com/magento/magento2/commit/b21e5d91>, <https://github.com/magento/magento2-page-builder/commit/4ebe3f1d>","",Content
ACP2E-3094,Category Permissions UI was redesigned to allow rendering a large amount of permissions using out of box UI component and pagination. Previously category permissions would cause browser to crash with large amount of permissions assigned to the category.,Category Permissions out of memory browser issue,"","",Catalog
ACP2E-3096,"The system now correctly formats curl headers, allowing the newrelic:create:deploy-marker command to successfully create a deployment marker in New Relic. Previously, incorrect curl headers prevented the creation of a deployment marker in New Relic.",Incorrect curl headers making newrelic:create:deploy-marker not working,<https://github.com/magento/magento2/commit/6a185204>,https://github.com/magento/magento2/issues/37641,Analytics / Reporting
ACP2E-3097,"The system now correctly displays the date picker for all date fields when configuring a product with multiple customizable date options in the admin order creation process. Previously, the date picker was only displayed for the first date field, leaving the remaining fields without a date picker.",Datepicker for product with multiple Customizable Options with date fields not working when placing order from admin,<https://github.com/magento/magento2/commit/b21e5d91>,"","Cart & Checkout, Order"
ACP2E-3100,"The system now synchronizes custom placeholder images to local storage, ensuring that they render correctly when using remote storage such as AWS S3. Previously, custom placeholder images failed to render when using remote storage, resulting in a broken image display and error logs.",[Cloud] Image File does not exist in New Relic Error Log,<https://github.com/magento/magento2/commit/d1f7dc95>,"",Catalog
ACP2E-3104,Now the form-mini-stub.js file is loading successfully without any Js syntax error in Developer tools.,JS error in Staging Preview,"","",Staging & Preview
ACP2E-3113,"The issue has been fixed by ensuring that product entries for the additional category linked to the CMS block have been accurately recorded into the database. Previously, it was returning an empty result set when the category preview page was requested.",Content Staging preview on category pages does not show product widgets,"","",Content
ACP2E-3115,Now customer can be created by authenticated admin user as well as with authenticated integration token via REST api when website restriction is enabled.,[Cloud] Can't create customer via API when Private Sales is enabled,"","",Account
ACP2E-3125,"The issue has been resolved by using the correct key, which now includes the admin username in the email template and properly completes the subject. Previously, the problem stemmed from an outdated key that was being used.",Password reset template issue with Admin user,<https://github.com/magento/magento2/commit/93d50f8d>,"",Admin UI
ACP2E-3126,"The system now correctly sorts items in the media gallery by position in the GraphQL response, ensuring accurate display order. Previously, items in the media gallery were not sorted by position, leading to an incorrect display order.",[Cloud] Product Media Gallery GQL response is not sorted by image position,<https://github.com/magento/magento2/commit/b21e5d91>,https://github.com/magento/magento2/issues/37671,Catalog
ACP2E-3127,"Resolved the issue causing errors in the admin when uploading images with a height of 0 via the media gallery, and successful the assets synchronization using the sync command. Previously can't upload the image via the media gallery and the sync command also fails when a specific image is in the gallery.",imagecreatetruecolor(): Argument #2 ($height) must be greater than 0. Can't upload specific image,<https://github.com/magento/magento2/commit/6f4805f8>,"",Content
ACP2E-3128,The Purchase Order GraphQL call will be able to execute the task without encountering any internal server errors.,[Cloud] Broken GraphQL call for getPurchaseOrder with node quote,<https://github.com/magento/magento2/commit/6f4805f8>,"",GraphQL
ACP2E-3130,"The issue has been resolved by allowing the change in order status if it is from the current state only. Previously, it was not honouring the order state and preventing changes in any order status, even if it was from the same state.",Can't add order comment with status via REST API,<https://github.com/magento/magento2/commit/93d50f8d>,"",APIs
ACP2E-3136,"The category tree on the new widget page should no longer have issues loading Level 5+ categories. Previously, some categories were missing when loading the tree past Level 5 categories.",[Cloud] Sub Category items are not displayed on the widgets edit on the admin backend,<https://github.com/magento/magento2/commit/148c3ead>,"",Catalog
ACP2E-3149,Double slashes do not appear in the URL when 'Reset Filter' is clicked in the grid.,Double slashes in customer segment URL,<https://github.com/magento/magento2/commit/8459b17d>,"",Admin UI
ACP2E-3154,"Google Maps now renders properly in PageBuilder editor. Previously, a Javascript error prevents Google Maps from rendering correctly.",Prototype.js Array.from in conflict with Google Maps API,<https://github.com/magento/magento2/commit/148c3ead>,"",Content
ACP2E-3162,"The system now allows for the editing of the end date of a price update campaign after it has started, ensuring that users can make necessary adjustments to their campaigns. Previously, an error was thrown when attempting to update the end date of an active campaign, preventing users from making changes.",Product Special Price Staged Content cannot be updated,"","",Staging & Preview
ACP2E-3165,"There is no error when checking the data during CSV import. Previously, the error message displayed was: ""We can't find a customer who matches this email and website code in row(s): 1"" when checking the data in the import section using CSV from the admin.",[Cloud] Getting error while checking the data in import data using CSV,<https://github.com/magento/magento2/commit/8459b17d>,"",Import / export
ACP2E-3166,GraphQl Product sorting by multiple fields when the fields are passed in variables now works as expected.,[Cloud] Graphql Product sorting do not work,<https://github.com/magento/magento2/commit/8459b17d>,"","Catalog, GraphQL"
ACP2E-3169,"Previously, when enabling HTML minification, an order from admin could not be placed. Now, with HTML minification enabled, the order from admin can be placed successfully.",After update to 2.4.5-p8 500 errors occur when creating order from admin,<https://github.com/magento/magento2/commit/b21e5d91>,"","Admin UI, Performance"
ACP2E-3171,Now Cash on delivery is available for allowed specific countries whenever it is required and   AC-3216 is working as expected.,COD is not available for allowed specific countries,<https://github.com/magento/magento2/commit/6f4805f8>,"",Admin UI
ACP2E-3178,"'
We can now update custom-created order statuses, whereas previously, the status could only be changed if the current status was either ""processing"" or ""fraud.""",Cannot update Custom created Order status,<https://github.com/magento/magento2/commit/8459b17d>,https://github.com/magento/magento2/issues/38659,Admin UI
ACP2E-3184,"The system now correctly displays configurable products in the site even if the product is not enabled in ""All Store Views"", but is enabled in specific store view scopes. 
Previously, if a product was disabled in ""All Store Views"" and enabled only in specific store view scopes, the product attributes would not be displayed correctly in the GraphQL response, leading to the product not being displayed properly.","[Cloud] Configurable Products not shown in Production Site if Product is not enabled in ""All Store Views""",<https://github.com/magento/inventory/commit/3f300077>,"",GraphQL
ACP2E-3190,"Previously, with separate configurable products with the same simple product, grapQL returns an error. After this fix apply, different configurable products with the same simple product, grapQL returns result without no error.",[Cloud] Products graphql having error when same simple product has assigned to multiple configurable products,<https://github.com/magento/magento2/commit/148c3ead>,"",GraphQL
ACP2E-3253,"The issue has been fixed by passing the correct value for the current page argument in the collection query. Previously, the wrong value was getting passed to set the current page, causing the issue.",GraphQL cart itemsV2 pagination is not working correctly,<https://github.com/magento/magento2/commit/8459b17d>,"",GraphQL
BUNDLE-3367,"The system now correctly renders Local Payment Methods (LPM) on initial load, even when a logged-in customer's shipping and billing addresses do not match, ensuring a smooth checkout process. Previously, a mismatch between a customer's shipping and billing addresses would prevent LPM from rendering, causing potential disruptions during checkout.",Pay via LPM,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
BUNDLE-3368,"The system now allows express payment methods for configurable products that have a virtual  child product, ensuring a smooth checkout process. Previously, express payment methods were not available when a configurable product with a virtual  child product was added to the cart.",Configurable with Virtual as Child Product,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
BUNDLE-3369,"",CVV Verification failed error,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
BUNDLE-3370,"The system now allows customers to save new card or PayPal account information across multiple websites without encountering authorization errors. Previously, customers were unable to save new payment methods across different websites and were presented with an authorization error message.",Vaulting Via the account Area Issues 247,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
BUNDLE-3371,"The system now allows transactions to be processed without errors when shipping to an address from a different country, ensuring a smooth checkout process. Previously, attempting to ship to an address from a different country would result in console errors, despite no visible errors on the frontend.",Ship to an address from a different country,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
BUNDLE-3372,"The system now correctly handles the teardown of Braintree PayPal components when a customer navigates back from the payment page to the shipping page, preventing any errors and ensuring that PayPal Express buttons render correctly. Previously, navigating back to the shipping page from the payment page sometimes resulted in an error when trying to teardown the Braintree PayPal components.",Credit Card - Teardown function,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
BUNDLE-3373,"The system now correctly displays available shipping methods in the PayPal Express modal, allowing customers to select their preferred shipping method before proceeding to the review page or completing their transaction. Previously, no shipping methods were available to select from in the PayPal Express modal, requiring customers to select a shipping method on a separate review page before they could complete their transaction.",Shipping Callback for PayPal Express,<https://github.com/magento/ext-braintree/pull/204>,"",Braintree
LYNX-339,"",private_content_version cookie returned in GQL queries,"","",Other
LYNX-366,"",Server error on email props in physical gift card queries,"","",Other
LYNX-380,"",is_available attribute in CartItemInterface returns always false for configurable products,"","",Other
LYNX-382,"",is_available attribute in CartItemInterface returns true even when salable stock is lower than the quantity of the product,"","",Other
LYNX-395,"",only_x_left_in_stock attribute in ProductInterface is not accurate on configurable products,"","",Other
LYNX-399,"",Placeholder thumbnail returns when a simple product added to cart within a grouped product,"","",Other
LYNX-400,"",Customer's custom option attributes not working with integer values,"","",Other
LYNX-402,"",Internal server error when trying to get priceDetails for Bundle products with dynamic price,"","",Other
LYNX-403,"",only_x_left_in_stock always returns 0 for configurable products,"","",Other
LYNX-405,"",GraphQL Error: Unsupported 'file' type in customizable options query,"","",Other
LYNX-411,"",GraphQL query not returning correct calculated regular price for customizable products,"","",Other
LYNX-412,"",AppliedTaxes via EstimatedTotals persist with updated mutations ,"","",Other
LYNX-420,"",is_available attribute in CartItemInterface returns true even when salable stock is lower than the quantity of the product,"","",Other
LYNX-421,"",Cannot add coupon to cart for shipping only discount,"","",Other
LYNX-425,"",Product regular price with 12 decimals and wrong value,"","",Other
LYNX-430,"",GraphQL server error on cart with out of stock bundled product,"","",Other
LYNX-441,"",It is not possible to create an address with custom attributes,"","",Other
LYNX-447,"",GraphQL server error on cart with only_x_left_in_stock on bundled product ,"","",Other
LYNX-464,"",GraphQL error when removing other products with insufficient configurable product in cart ,"","",Other
LYNX-469,"",Cannot add products due to SKU in mutation being case sensitive,"","",Other
LYNX-526,"",GraphQL. Configuration is not respected for CANCEL order available_actions,"","",Other
