Issue key,Summary,Custom field (External Issue URL),Custom field (Release Note),Custom field (Git Pull Request),Components,is_magento
ACP2E-2799,[Cloud] Wrong bundle product price when used with tier prices,https://github.com/magento/magento2/issues/38091,"Previously when calculating certain percentage discounts rounded up to 2 decimal points will generate different final prices for the cart and product listing page/product details page. After this fix is applied, the final price for the bundle product is the same as in the product details page, product listing page, and mini cart page.",<https://github.com/magento/magento2/commit/b2286ecf>,Catalog,true
ACP2E-2805,Catalog Promotions Rule not working with quantity_and_stock_status attribute,https://github.com/magento/magento2/issues/35627,"The quantity_and_stock_status attribute will now be taken into account by the catalog promotion rule, which was not previously taken into account when generating new product from the admin side.",<https://github.com/magento/inventory/commit/cf34971d>,Catalog,true
ACP2E-2809,GraphQL product list sorting by multiple parameters doesn't work,"",Product sorting by multiple fields in GraphQl now works as described in the documentation,<https://github.com/magento/magento2/commit/c971859e>,"GraphQL, Search",true
ACP2E-2811,[Cloud] Reindexing Catalog Rule Product Indexer throws SQLSTATE[HY000]: General error: 2006 MySQL server has gone away.,"","The system now correctly handles custom ""batchCount"" value in the di.xml for the ""Magento\CatalogRule\Model\Indexer\IndexBuilder"", preventing SQL errors such as ""General error: 2006 MySQL server has gone away"" during the reindexing of the Catalog Rule Product Indexer due to the incorrect batch size on large catalogs",<https://github.com/magento/magento2/commit/b2286ecf>,Promotion,true
ACP2E-2836,ACP2E-2836: [Cloud] Investigate exception found in the log: InvalidArgumentException: Class does not exist in vendor/magento/module-rule/Model/ConditionFactory.php,"","Removing a condition on PageBuilder products content settings no longer causes an exception to be recorded in the log files. Previously, removing a condition on PageBuilder products content settings would cause a critical exception to be recorded in the logs, despite not causing any issues on the frontend.",<https://github.com/magento/magento2-page-builder/commit/36c0f5df>,Content,true
ACP2E-2837,Product entity updated_at column values not updating while updating price through REST API,"",The product 'last updated at' column from the admin is updated the proper date time while updating the existing products through the REST API. Previously the column 'last updated at' is not updated properly.,<https://github.com/magento/magento2/commit/39d54c2d>,Catalog,true
ACP2E-2840,It's possible to set non-unique values via product import,https://github.com/magento/magento2/issues/38445,"The system now correctly enforces the unique value constraint for unique product attributes during product import, preventing from having duplicate values for that such attribute. Previously, it was possible to set non-unique values for product attributes that were configured to have unique values via product import.",<https://github.com/magento/magento2/commit/7e0e5582>,Catalog,true
ACP2E-2841,Payflow creates new transaction each time we click on fetch button on the view transaction screen,"","The system now correctly fetches transaction information without creating a new payment transaction each time the fetch button is clicked on the view transaction screen. Previously, clicking the fetch button would incorrectly create a new payment transaction for an order that had already been paid.",<https://github.com/magento/magento2/commit/b2286ecf>,Payments,true
ACP2E-2842,Switching to single store mode - global content no longer appears,"","The system now synchronizes store view design configurations with website design configurations when enabling single store mode, ensuring that content updates are visible on the frontend. Previously, switching to single store mode would prevent content updates from being reflected on the storefront.",<https://github.com/magento/magento2/commit/7e0e5582>,Content,true
ACP2E-2843,Products on the frontend use store specific data when Single-Store Mode is enabled,"","Previously, when we enabled single store mode for the default store view, the changes were not migrated to the website-level scope. After this fix is applied, when we enable single store mode, the default store view-specific data will be synced with website-level-specific data and will resolve the possible conflicts for products and categories.",<https://github.com/magento/magento2/commit/c8931218>,Catalog,true
ACP2E-2844,Issues after upgrading MariaDB to 10.5.1 or higher,"",Fixed the issue when datetime values in a DB would be converted to  0000-00-00 00:00:00 after Mysql upgrade,<https://github.com/magento/magento2/commit/a12063bd>,Framework,true
ACP2E-2847,Favicon upload fails to validate .ico files,"","The file validation error has been updated to ""File validation failed. Please verify the Image Processing Settings in the Store Configuration."" Previously, it was simply ""File validation failed.""",<https://github.com/magento/magento2/commit/39d54c2d>,Admin UI,true
ACP2E-2850,Order gets rejected on multi-store setup when using Async-order processing + Terms and Conditions,"","The orders placed from non default websites with terms and conditions enabled are now processed.
Before they were automatically rejected.",<https://github.com/magento/magento2/commit/57a32313>,Performance,true
ACP2E-2855,Type Mismatch in Data Comparison when checking if data has changes,"","Previously, the save object was called every time without any data changes (for any numeric data field - like int/float/double). It triggers the flag _hasDataChanges to be true and calls the save function. After this fix applies, the save function will call only if the data is changed. The data value for int/float/double-check with the value passing to the function and does strict type matching.",<https://github.com/magento/magento2/commit/57a32313>,Framework,true
ACP2E-2857,"Cannot set ""Default Sort By"" in a category using the rest API","",Update correctly default_sort_by on a category through REST / SOAP APi request,<https://github.com/magento/magento2/commit/57a32313>,Catalog,true
ACP2E-2860,Products/Categories visible during reindexation when using NoDDL and Category Permissions,"",Avoid displaying on storefront restricted categories and their content while catalog permissions indexing is being performed.,"","B2B, Catalog",false
ACP2E-2870,CMS Page hierarchy can cause URL rewrite issues,"","Previously, for custom permanent URL rewrite for non-website root pages, redirect infinitely and the page was never loaded. After this fix is applied, the custom URL rewrite for the non-website root page works as expected and no redirection loop occurs.","","Content, SEO",false
ACP2E-2871,[Cloud] The Merchant is facing issues with wishlist count,"","Adding a product to the wishlist in one store no longer increases the wishlist count in other stores open in the same browser. Previously, if both stores were loaded in the same browser, the wishlist count would increase in the other store as well.",<https://github.com/magento/magento2/commit/3a7c4d17>,Catalog,true
ACP2E-2873,"[Cloud] Price display in mobile and desktop version not the same in ""My quotes""","",Unneeded Include Tax line is not shown anymore in Negotiable Quote when catalog total price section is expended.,"",B2B,false
ACP2E-2874,Category Page at frontend shows empty slots when using bundle product,"",Bundle products that are not salable in current store context are not indexed anymore.,<https://github.com/magento/inventory/commit/bc37ec76>,Catalog,true
ACP2E-2888,[CLARIFICATION] Bundle product sequence table issues,"","The records in the Bundle product sequence tables (sequence_product_bundle_option, sequence_product_bundle_selection) are now removed when Bundle product is deleted or Bundle product options are deleted.
Previously the records in the Bundle product sequence tables were not removed.","",Catalog,false
ACP2E-2897,[CLOUD] graphql addProductsToCart api issue with custom option,"",GraphQL adds to cart correctly the same product with different custom options,<https://github.com/magento/magento2/commit/c971859e>,Cart & Checkout,true
ACP2E-2901,Scheduled update settings not saved if originally added by running update,"","The system now correctly clears product attributes values in subsequent scheduled updates when such attributes is modified in the currently running update. Previously, when a product attribute was modified by a running scheduled update, it was impossible to clear such attributes values when creating a new scheduled update, requiring the user to re-edit them after creation.","",Staging & Preview,false
ACP2E-2902,Add/Update Import on Products Duplicating Customizable Options,"","The issue has been resolved by assigning the correct store to product options during product options CSV imports.
Previously, assigned to the admin store instead of their respective store.",<https://github.com/magento/magento2/commit/3a7c4d17>,Import / export,true
ACP2E-2903,Page Builder replaces image when trying to add link and other usability glitches.,"","Now clicking on an image, links in wysiwyg editor in Page Builder text element will load proper data in the image, link configuration dialog. Also adding a link to an image in the editor now works properly. Previously, the image was replaced with a link.",<https://github.com/magento/magento2-page-builder/commit/4d5db10a>,Content,true
ACP2E-2905,[Cloud] Issue of Quote in multi-website architecture,https://github.com/magento/magento2/issues/38506,"Previously, multi-website architecture with different currencies and customer groups could not correctly apply discounts to the store. After this fix is implemented, multi-website architecture with different customer group price discounts will apply successfully to different stores.",<https://github.com/magento/magento2/commit/a4fbf702>,Catalog,true
ACP2E-2909,dynamic-rows.js:658 Uncaught TypeError: dataRecord.slice while editing bundle products,https://github.com/magento/magento2/issues/38505,There is no javascript error in browser console while deleting option from bundle product.,<https://github.com/magento/magento2/commit/93d50f8d>,Catalog,true
ACP2E-2910,Order Rest API call is taking a long time to execute,"","The system now executes the Order Rest API call within a reasonable timeframe, improving the performance when fetching a large number of orders. Previously, the Order Rest API call was taking a long time to execute, causing delays when retrieving a large number of orders.",<https://github.com/magento/magento2/commit/001e5188>,Performance,true
ACP2E-2917,[Cloud] Related Products Rules not working when changing the store view,"","The issue has been fixed by confirming that the custom property value is successfully received on the cart page. Previously, it wasn't fetched properly when switching between stores on the storefront cart page.","",Cart & Checkout,false
ACP2E-2923,Multiple addresses added to the account when checkout as new customer,"","The system now saves a new customer address only once if the order failed to be created, preventing the creation of multiple identical addresses in the event of order placement errors. Previously, the system would save a new address each time an order placement attempt was made, regardless of whether the order was successfully created or not.","<https://github.com/magento/magento2/commit/001e5188>, <https://github.com/magento/inventory/commit/2ebcef39>",Cart & Checkout,true
ACP2E-2926,[CLOUD]Cart Price Rule for Visitors Customer Segment not applying discount on cart,"","The system now correctly applies Cart Price Rules for Visitor Customer Segments, even if the rule does not use a coupon, ensuring that the appropriate discounts are applied to the cart. Previously, discounts were not being applied to the cart for Visitor Customer Segments unless the Cart Price Rule used a coupon.","",Promotion,false
ACP2E-2927,[REST API]: Use Default value in store view does not stay checked after adding configurations for a configurable product,"","The issue has been fixed by ensuring correct database entries for the customizable options for a non-default store. The checkbox for the custom store in the ""admin > Catalogue > Product Edit > Customizable Options"" section was previously unchecked owing to inaccurate database entries, even if the option title for the custom store stayed the same as the default store.",<https://github.com/magento/magento2/commit/3056e9cb>,APIs,true
ACP2E-2928,"GraphQL Products call containing the price filter {from:""0""} returns no result","",Previously graphql products search with filter for zero prices did not return any results at all due to a thrown exception. Now the search returns results as expected.,<https://github.com/magento/magento2/commit/c971859e>,GraphQL,true
ACP2E-2944,[Cloud] addFilterToMap function is not working for certain columns,"","Now, the custom module can be used in the order grid. Previously errors occurred while using a custom module.",<https://github.com/magento/magento2/commit/3a7c4d17>,Product,true
ACP2E-2949,[Cloud]Follow-up: Mismatch in Data Comparison when checking if data has changes,"","Previously, the save object was called every time without any data changes (for any numeric data field - like int/float/double). It triggers the flag _hasDataChanges to be true and calls the save function. It also does not check the floating numbers encapsulated by string. After this fix applies, the save function will call only if the data is changed. The data value for int/float/double-check with the value passing to the function and does strict type matching",<https://github.com/magento/magento2/commit/c8931218>,"Catalog, Framework",true
ACP2E-2950,[Cloud] Bundle Product wrong pricing in order confirmation,"",Correct amount is displayed for bundle options in order on Storefront when currency other than base one was used.,<https://github.com/magento/magento2/commit/a4fbf702>,Catalog,true
ACP2E-2956,YouTube Video Adding Bug,"","Product images and videos are configured in global scope. Given that you can't have a product video in one scope and not in another, Youtube API key setting has been set to global scope.",<https://github.com/magento/magento2/commit/a4fbf702>,Catalog,true
ACP2E-2957,Gallery in PageBuilder is showing old image thumbnail instead of newly uploaded image,"",Regenerate image previews for images deleted and re-uploaded with same name through media gallery in page builder content.,"<https://github.com/magento/magento2-page-builder/commit/60140cd2>, <https://github.com/magento/magento2/commit/001e5188>",Admin UI,true
ACP2E-2959,[Cloud] import cannot be used with directory var,"",Product can be imported successfully regardless of the file name.,<https://github.com/magento/magento2/commit/3a7c4d17>,Framework,true
ACP2E-2964,[Cloud] URL update only for store_id=0,"","The ""URL Path"" is now stored with the correct store ID. Previously, the store ID was incorrect, resulting in incorrect URL paths remaining in the database when moving categories.",<https://github.com/magento/magento2/commit/9af794a4>,Catalog,true
ACP2E-2966,"In ipad mini the menu and header loads as mobile, instead they should load as desktop.","","The system now treats devices with a width of 768px as desktop, ensuring that the menu and header load correctly. Previously, devices with a width of 768px were treated as mobile, causing the menu and header to load in a mobile view.","<https://github.com/magento/magento2/commit/35b1b1da>, <https://github.com/magento/magento2-page-builder/commit/4d5db10a>",Framework,true
ACP2E-2969,REST API unable to make requests with slash (/) in SKU when using Oauth1,"","Prior to the fix, you were not able to make a successful API call for a product that had ""/"" in its SKU. Now, you can issue a successful API get request for product details even though its SKU has a forward slash in it.",<https://github.com/magento/magento2/commit/b21e5d91>,APIs,true
ACP2E-2970,Old media gallery fails to render images when a 0-byte image is placed in the directory,"","The system now handles 0-byte images in the media gallery without disrupting functionality, allowing other images in the directory to be displayed and selected as expected. Previously, the presence of a 0-byte image in the media gallery would prevent all images in the directory from being displayed or selected.",<https://github.com/magento/magento2/commit/35b1b1da>,Content,true
ACP2E-2974,Translations for customer return attributes not reflected in GraphQL API for respective StoreView,"","Translations for customer return attributes are reflected in GraphQL API for respective StoreView.
Previously customer Return attributes for respective StoreView were not reflected in GraphQL API.",<https://github.com/magento/magento2/commit/ec7e32a9>,GraphQL,true
ACP2E-2978,Saving product by admin user with different role scope overwrites/deletes existing Related product information in the product,"","Previously, before the fix, the related products were reset and became empty when the secondary admin user clicked on the save button without changing in related product. After this fix, the secondary admin user clicks on the save button and the product doesn't reset and is saved successfully.",<https://github.com/magento/magento2/commit/3056e9cb>,Admin UI,true
ACP2E-2979,Catalog price rule is not showing when it is set to schedule with dynamic blocks,"","The system now correctly displays dynamic content associated with scheduled catalog price rules on the product detail page. Previously, dynamic content failed to load when catalog price rules were scheduled.","","Content, Staging & Preview",false
ACP2E-2982,Order refund results in duplicate credit memo,"",Issuing the refund over REST API when two identical requests were executed simultaneously will no longer create duplicate Credit Memos.,<https://github.com/magento/magento2/commit/a4fbf702>,"Order, Returns",true
ACP2E-2990,"Customer ""created_at"" date Not Converted to store time zone upon export","",A column 'created_at' date value is converted to the proper date format based on the store timezone in the customer export CSV section.,<https://github.com/magento/magento2/commit/3056e9cb>,Import / export,true
ACP2E-2999,Cart Price Rule from date and to date issue not Synced with Staging Update,"",Dates are saved according to updates for Cart Price Rule Staging.,"",Staging & Preview,false
ACP2E-3002,[CLOUD] Cannot Disable Send Emails from Admin UI as Dev Docs shows,"","The system now correctly prevents sales emails from being sent when email communication is disabled. These emails will no longer be sent when email communication is re-enabled. Previously, sales emails initiated while email communication was disabled would still be sent once email communication was re-enabled.",<https://github.com/magento/magento2/commit/c8931218>,Order,true
ACP2E-3003,[CLOUD] Incorrect base_row_total in RESTFUL order API when enabling cross-border transactions and applying coupon discounts,"",Now correct base_row_total is returned from RESTFUL order API when cross-border transaction is enabled and coupon discount is applied.,<https://github.com/magento/magento2/commit/9af794a4>,"Order, Tax",true
ACP2E-3004,Reordering customer order via guest order form results an empty cart,"","Previously, when placing a reorder through the Orders and Returns page, the customer was redirected to the login page. After this fix is applied, the registered customer is correctly redirected to the View Cart page when placing a reorder. The flow works the same as like as guest customers.",<https://github.com/magento/magento2/commit/6a185204>,Cart & Checkout,true
ACP2E-3009,async.operations.all executed and created an error.,"",Incorrect product link data in REST API calls no longer cause critical errors.,<https://github.com/magento/magento2/commit/a4fbf702>,Catalog,true
ACP2E-3010,[Cloud] PHPSESSID is changing each POST Request,"",PHPSESSID no longer regenerates on POST requests on frontend area for a logged-in customer if L2 Redis cache is enabled and the customer was updated from the backend,<https://github.com/magento/magento2/commit/6a185204>,Cloud,true
ACP2E-3024,"Missing ""Type"" Attribute in ""Products to Match"" Tab of Related Product Rules","","The ""Type"" attribute is now available as a filter option in the ""Products to Match"" tab of the ""Related Product Rules"" module, allowing for more precise rule definition. Previously, this attribute was missing from the ""Products to Match"" tab, limiting the ability to create accurate matching criteria.","",Promotion,false
ACP2E-3025,Admin User with limited Role Resources unable to view Shopping Carts,"","Previously, the restricted admin could not see the abandoned shopping cart from the admin panel for an associated website. After this fix is applied, the restricted admin can see the abandoned shopping cart from the admin panel.",<https://github.com/magento/magento2/commit/d1f7dc95>,Cart & Checkout,true
ACP2E-3028,Paylater message not showing in PDP for Canadian paypal merchant account,"","The system now correctly displays the PayLater message for Canadian PayPal merchant accounts on the Product Detail Page (PDP) when the buyer's country can be determined from the account billing address or shipment. Previously, the PayLater message was not displayed due to a missing parameter, resulting in an error in the browser console.",<https://github.com/magento/magento2/commit/6a185204>,Payments,true
ACP2E-3029,[Cloud] Mobile Issue Only not able to pinch on the PDP image,"","The system now supports pinch-to-zoom functionality on product detail page images in mobile view on Chrome, enhancing the mobile user experience. Previously, double-tapping on the image in mobile view on Chrome did not zoom in on the image as expected.",<https://github.com/magento/magento2/commit/148c3ead>,Catalog,true
ACP2E-3033,Unable to export more than 200 orders,"","The server limits for the request size of previously submitted selected IDs have been neglected by altering the HTTP request from GET to POST in order to fix the issue. Previously, due to the server limitations for GET request size, the issue was encountered.",<https://github.com/magento/magento2/commit/93d50f8d>,Admin UI,true
ACP2E-3037,Checkout page Validation message incorrect.,"","If any required field is left empty, such as ""address,"" the server-side validation will not display the message. The client-side validation will ensure that the required field error notification appears, stating ""This is a required field."" Previously, the message ""address is required"" would appear if any required field was left empty, in addition to the client-side validation message.",<https://github.com/magento/magento2/commit/9af794a4>,Admin UI,true
ACP2E-3038,Restricted admin users can't always see custom shared catalogs,"","Restricted admin users can now consistently view and manage customers and all shared catalogs to which the products are assigned, provided they have access to the specific store. Previously, a restricted admin user with access to a particular store could not always see all shared catalogs to which the products were assigned or could see customers that could not save, leading to inconsistencies in the system.",<https://github.com/magento/magento2/commit/7377de59>,"Account, Admin UI, B2B",true
ACP2E-3044,Unnecessary borders on the My Orders section,"","Previously an additional container(order references) was created that applied additional CSS classes, which caused unnecessary border lines were appearing below the order number inside the My Orders section, which isn't visible now.",<https://github.com/magento/magento2/commit/9af794a4>,B2B,true
ACP2E-3045,Order closed without fully refunded,"","The system now correctly maintains the order status as 'Processing' and the invoice status as 'Pending' when an order with an uncaptured payment has a shipment created. This ensures that orders are only marked as 'Closed' after being fully refunded. Previously, creating a shipment for an order with a pending invoice would incorrectly change the order status to 'Closed'.",<https://github.com/magento/magento2/commit/6a185204>,Order,true
ACP2E-3046,Base table or view not found error when running mview cron while having a DDL operation,"","The system now correctly handles database update operations while mview update is running in background, preventing the occurrence of 'Base table or view not found' errors. Previously, some database update operations could result in 'Base table or view not found' error, if mview update was running at the same time.","",Framework,false
ACP2E-3053,[Cloud] Elastic search error on certain category pages,"","Previously, with the configuration ticket mentioned, when we put price 0 for multiple products, it will throw an exception at the frontend category page. After this fix applied when multiple product price 0 and we load category page at frontend it wont throw any exception and will load category page successfully.",<https://github.com/magento/magento2/commit/c8931218>,"Catalog, Search",true
ACP2E-3058,Missing label in LayeredNavigation with option name 0,"","The issue has been resolved by skipping an empty value checker for attribute value 0. Previously, it was considered empty and was causing the issue.",<https://github.com/magento/magento2/commit/3a7c4d17>,Catalog,true
ACP2E-3061,[Cloud] Confusion library code in effect-drop.js of AC 2.4.4-p8,"","The system now correctly implements the effect-drop.js library, ensuring the proper functioning of jQuery UI effects. Previously, the effect-drop.js library was mistakenly overwritten with the effect-clip.js library, causing potential issues with jQuery UI effects.",<https://github.com/magento/magento2/commit/35b1b1da>,UI Framework,true
ACP2E-3063,[Cloud] Cache is not getting invalidated.,"","Previously, when saving a CMS page with an updated design layout, it did not reflect appropriately on the front end. After this fix is applied, the appropriate design layout will be visible at the front end when we change the design layout and save the CMS page.",<https://github.com/magento/magento2/commit/66dea0de>,"Catalog, Content",true
ACP2E-3064,Error Page Builder when editing CMS Block,"","The system now correctly saves changes made in the admin area using Page Builder, without throwing the error ""Page Builder was rendering for 5 seconds without releasing locks."" in the browser console. Previously, this error would occur when attempting to save changes, preventing the successful update of content.","<https://github.com/magento/magento2/commit/35b1b1da>, <https://github.com/magento/magento2-page-builder/commit/4d5db10a>",Content,true
ACP2E-3067,Magento discards most New Relic cron transactions #34108,"","AC is correctly reporting cron job related transactions to NewRelic. Previously, some cron job related transactions would be shown as ""OtherTransaction/Action/unknown"" in NR",<https://github.com/magento/magento2/commit/35b1b1da>,"Analytics / Reporting, Cloud",true
ACP2E-3069,Customers see prices from other customer groups,"",Fixed issue where customer group related information was saved in a wrong segment due to the old value of the X-Magento-Vary in request,<https://github.com/magento/magento2/commit/d1f7dc95>,Catalog,true
ACP2E-3076,Error when deleting bundle options,"","The system now correctly deletes bundle options without triggering an error or causing the page to become unresponsive. Previously, attempting to delete bundle options would result in a ""Page Unresponsive"" error and prevent the product from being saved.",<https://github.com/magento/magento2/commit/6a185204>,Catalog,true
ACP2E-3079,"Customer address update failing when updating through REST API if ""validateDefaultAddress"" enabled","",The API endpoint is now functioning as intended after the problem with the ID key missing from the API payload has been resolved.,<https://github.com/magento/magento2/commit/9af794a4>,APIs,true
ACP2E-3080,Admin Ordered Products Report date range visibility issue.,"","The user will be able to select any date from the ordered products report. Previously, after a table refresh, selecting 'FROM' date will reset 'TO' date.",<https://github.com/magento/magento2/commit/6f4805f8>,Analytics / Reporting,true
ACP2E-3090,Handling Category Filters in GraphQL: includeDirectChildrenOnly and category_uid,"",Only the direct child categories are fetched while filtering by category_uid.,<https://github.com/magento/magento2/commit/93d50f8d>,"Catalog, GraphQL",true
ACP2E-3091,[Cloud] Creating the Duplicate website group price customer group in Tier Prices Api.,"","Now Tier Price Rest Api doesn't allow to create the Duplicate website group price customer group.
Previously it was possible to create the Duplicate website group price customer group in Tier Prices Api that would not pass validation in Admin during product save.",<https://github.com/magento/magento2/commit/148c3ead>,APIs,true
ACP2E-3092,[CLOUD] No buttons of checkout or edit cart on the cart section,"",Bundle product is now added to the cart via widgets without errors.,"<https://github.com/magento/magento2/commit/b21e5d91>, <https://github.com/magento/magento2-page-builder/commit/4ebe3f1d>",Content,true
ACP2E-3094,Category Permissions out of memory browser issue,"",Category Permissions UI was redesigned to allow rendering a large amount of permissions using out of box UI component and pagination. Previously category permissions would cause browser to crash with large amount of permissions assigned to the category.,"",Catalog,false
ACP2E-3096,Incorrect curl headers making `newrelic:create:deploy-marker` not working,https://github.com/magento/magento2/issues/37641,"The system now correctly formats curl headers, allowing the `newrelic:create:deploy-marker` command to successfully create a deployment marker in New Relic. Previously, incorrect curl headers prevented the creation of a deployment marker in New Relic.",<https://github.com/magento/magento2/commit/6a185204>,Analytics / Reporting,true
ACP2E-3097,Datepicker for product with multiple Customizable Options with date fields not working when placing order from admin,"","The system now correctly displays the date picker for all date fields when configuring a product with multiple customizable date options in the admin order creation process. Previously, the date picker was only displayed for the first date field, leaving the remaining fields without a date picker.",<https://github.com/magento/magento2/commit/b21e5d91>,"Cart & Checkout, Order",true
ACP2E-3100,[Cloud] Image File does not exist in New Relic Error Log,"","The system now synchronizes custom placeholder images to local storage, ensuring that they render correctly when using remote storage such as AWS S3. Previously, custom placeholder images failed to render when using remote storage, resulting in a broken image display and error logs.",<https://github.com/magento/magento2/commit/d1f7dc95>,Catalog,true
ACP2E-3103,New Products RSS feed is not updated with new products due to cache,"",The Rss feed for New Products is now updated when a product is set as new and saved,<https://github.com/magento/magento2/commit/d01ee51e>,Catalog,true
ACP2E-3104,JS error in Staging Preview,"",Now the form-mini-stub.js file is loading successfully without any Js syntax error in Developer tools.,"",Staging & Preview,false
ACP2E-3113,Content Staging preview on category pages does not show product widgets,"","The issue has been fixed by ensuring that product entries for the additional category linked to the CMS block have been accurately recorded into the database. Previously, it was returning an empty result set when the category preview page was requested.","",Content,false
ACP2E-3115,[Cloud] Can't create customer via API when Private Sales is enabled,"",Now customer can be created by authenticated admin user as well as with authenticated integration token via REST api when website restriction is enabled.,"",Account,false
ACP2E-3122,[CLOUD] Upload image button doesn't work,"","Before the Upload Image button for Banner and Slider from PageBuilder didn't work as expected, and now when pressing it opens the local file manager to select the wanted image to upload.",<https://github.com/magento/magento2-page-builder/commit/476ef8ea>,Content,true
ACP2E-3125,Password reset template issue with Admin user,"","The issue has been resolved by using the correct key, which now includes the admin username in the email template and properly completes the subject. Previously, the problem stemmed from an outdated key that was being used.",<https://github.com/magento/magento2/commit/93d50f8d>,Admin UI,true
ACP2E-3126,[Cloud] Product Media Gallery GQL response is not sorted by image position,https://github.com/magento/magento2/issues/37671,"The system now correctly sorts items in the media gallery by position in the GraphQL response, ensuring accurate display order. Previously, items in the media gallery were not sorted by position, leading to an incorrect display order.",<https://github.com/magento/magento2/commit/b21e5d91>,Catalog,true
ACP2E-3127,imagecreatetruecolor(): Argument #2 ($height) must be greater than 0. Can't upload specific image,"","Resolved the issue causing errors in the admin when uploading images with a height of 0 via the media gallery, and successful the assets synchronization using the sync command. Previously can't upload the image via the media gallery and the sync command also fails when a specific image is in the gallery.",<https://github.com/magento/magento2/commit/6f4805f8>,Content,true
ACP2E-3128,[Cloud] Broken GraphQL call for getPurchaseOrder with node quote,"",The Purchase Order GraphQL call will be able to execute the task without encountering any internal server errors.,<https://github.com/magento/magento2/commit/6f4805f8>,GraphQL,true
ACP2E-3130,Can't add order comment with status via REST API,"","The issue has been resolved by allowing the change in order status if it is from the current state only. Previously, it was not honouring the order state and preventing changes in any order status, even if it was from the same state.",<https://github.com/magento/magento2/commit/93d50f8d>,APIs,true
ACP2E-3131,[Cloud] Anchor/Non-Anchor Categories Reversed in Content Widget,"","Previously, when we selected Display On -> Anchor Categories, it showed all the categories that did not reflect the parent-child relation between the anchor and non-anchor. After this fix is applied, the  Display On -> Anchor Categories only displays Anchor Categories (selectable), and  Display On -> Non Anchor Categories displays Non-Anchor Categories (selectable)",<https://github.com/magento/magento2/commit/7377de59>,"Catalog, Content",true
ACP2E-3136,[Cloud] Sub Category items are not displayed on the widgets edit on the admin backend,"","The category tree on the new widget page should no longer have issues loading Level 5+ categories. Previously, some categories were missing when loading the tree past Level 5 categories.",<https://github.com/magento/magento2/commit/148c3ead>,Catalog,true
ACP2E-3139,Sales Rule with Discount Qty Step (Buy X) attribute causes other rules to not be applied,"",Cart price rule does not cancel previously applied rules if quantity of the product in the cart is not enough for rule to be applied.,<https://github.com/magento/magento2/commit/d01ee51e>,Promotion,true
ACP2E-3143,PayPal order refund results in duplicate credit memo,"",Fixed concurrency issue of IPN-created credit memos for PayPal payment service.,<https://github.com/magento/magento2/commit/d01ee51e>,Payments,true
ACP2E-3146,GTM missing addToCart event in dataLayer for configurable product with custom option,"","Previously, the addToCart event was not being triggered for configurable products. Now, the event is properly added to the GTM dataLayer variable.","",Analytics / Reporting,false
ACP2E-3149,Double slashes in customer segment URL,"",Double slashes do not appear in the URL when 'Reset Filter' is clicked in the grid.,<https://github.com/magento/magento2/commit/8459b17d>,Admin UI,true
ACP2E-3152,Categories not working with widgets,"","Previously, if we saved the CMS block for different anchor/non-anchor categories, it did not work for the child categories when it showed on the front end. After this fix has been applied, the block is shown at the front end for different categories.",<https://github.com/magento/magento2/commit/d01ee51e>,"Catalog, Content",true
ACP2E-3154,Prototype.js Array.from in conflict with Google Maps API,"","Google Maps now renders properly in PageBuilder editor. Previously, a Javascript error prevents Google Maps from rendering correctly.",<https://github.com/magento/magento2/commit/148c3ead>,Content,true
ACP2E-3162,Product Special Price Staged Content cannot be updated,"","The system now allows for the editing of the end date of a price update campaign after it has started, ensuring that users can make necessary adjustments to their campaigns. Previously, an error was thrown when attempting to update the end date of an active campaign, preventing users from making changes.","",Staging & Preview,false
ACP2E-3163,Cart price rule not working for Paypal,"",Correct amount is shown on PayPal side when discount is applied by payment method,<https://github.com/magento/magento2/commit/7377de59>,Payments,true
ACP2E-3165,[Cloud] Getting error while checking the data in import data using CSV,"","There is no error when checking the data during CSV import. Previously, the error message displayed was: ""We can't find a customer who matches this email and website code in row(s): 1"" when checking the data in the import section using CSV from the admin.",<https://github.com/magento/magento2/commit/8459b17d>,Import / export,true
ACP2E-3166,[Cloud] Graphql Product sorting do not work,"",GraphQl Product sorting by multiple fields when the fields are passed in variables now works as expected.,<https://github.com/magento/magento2/commit/8459b17d>,"Catalog, GraphQL",true
ACP2E-3169,After update to 2.4.5-p8 500 errors occur when creating order from admin,"","Previously, when enabling HTML minification, an order from admin could not be placed. Now, with HTML minification enabled, the order from admin can be placed successfully.",<https://github.com/magento/magento2/commit/b21e5d91>,"Admin UI, Performance",true
ACP2E-3171,COD is not available for allowed specific countries,"",Now Cash on delivery is available for allowed specific countries whenever it is required and   AC-3216 is working as expected.,<https://github.com/magento/magento2/commit/6f4805f8>,Admin UI,true
ACP2E-3172,Import button missing,"",Resolve the Import button missing issue after data checks with correct and incorrect records in the CSV. Previously the import button doesn't display after data checks with correct and incorrect records in the CSV.,<https://github.com/magento/magento2/commit/1819fe73>,Import / export,true
ACP2E-3176,[Cloud] quick order large amount of SKU performance,"",Checkout performance has been improved when attributes used in cart price rules conditions are not present for all products and when MAP (Minimum advertised price) feature is enabled.,<https://github.com/magento/magento2/commit/66dea0de>,Cart & Checkout,true
