Issue key,Summary,Custom field (External Issue URL),Custom field (Git Pull Request),Custom field (Release Note),Components,is_magento
AC-6420,Internal Server Error in `/V1/order/{orderId}/ship` API Endpoint,https://github.com/magento/magento2/issues/35931,https://github.com/magento/magento2/pull/38282,The System now fixes Internal Server Error in `/V1/order/{orderId}/ship` API Endpoint and Returns a 400 error as the request is malformed.,APIs,true
AC-6422,Internal Server Error in /V1/creditmemo API Endpoint,https://github.com/magento/magento2/issues/35924,https://github.com/magento/magento2/commit/a7ef6300,"Fixed issue where malformed requests to the /V1/creditmemo API returned a 500 Internal Server Error.
Now, the API properly validates the request and returns a 400 error for invalid payloads, improving error handling and stability.",APIs,true
AC-6660,Rest API and Magento backend use different validation methods for attribute_code when creating new attributes,https://github.com/magento/magento2/issues/33138,https://github.com/magento/magento2/commit/8670a2b4,"Fixed inconsistency where the Magento Admin allowed uppercase letters in attribute_code, but the REST API rejected them during product attribute creation.
Now, both Admin and REST API follow the same validation, enabling successful creation of attributes with uppercase letters.",APIs,true
AC-6885,Different validation between attribute creation and update via REST API,https://github.com/magento/magento2/issues/36327,https://github.com/magento/magento2/commit/64823f95,"Fixed issue where inconsistent validation during attribute creation via REST API resulted in an incorrect backend_type being assigned.
Now, the system sets the correct backend type when valid, throws an exception for invalid values, or falls back appropriately if not provided, ensuring consistent attribute behavior.",APIs,true
AC-6909,Expected type 'Magento\Customer\Api\Data\GroupInterface'. Found 'Magento\Customer\Model\Group'.,https://github.com/magento/magento2/issues/36269,"","Fixed issue where saving a customer group via GroupRepositoryInterface using GroupFactory caused a type error.
Previously, the repository expected GroupInterface, but Group model instances were passed, resulting in a fatal error.
Now, customer groups can be saved successfully through the repository by ensuring proper interface implementation.
This resolves IDE warnings and runtime errors when programmatically creating or updating customer groups.",Framework,true
AC-6997,"Cart price rule Action ""Price in cart"" condition, applying when It should not",https://github.com/magento/magento2/issues/36433,https://github.com/magento/magento2/commit/01cee3c3,"Fixed issue where cart price rules with the “Price in Cart less than” condition were incorrectly applied to ineligible products.
Now, coupons are properly validated and rejected when cart item prices do not meet the configured rule conditions.",Cart & Checkout,true
AC-746,"Malformed request body or parameters cause ""Internal Server Error""",https://github.com/magento/magento2/issues/32784,https://github.com/magento/magento2/commit/f1adb44e,"Malformed request bodies or parameters now return a clear ""400 Bad Request"" response.
Previously, sending malformed request bodies or parameters to various REST API endpoints (such as /V1/carts/search, /V1/orders, /V1/products, etc.) resulted in a generic ""Internal Server Error"" (500), making it difficult to diagnose input issues.
Now, Adobe Commerce returns a ""400 Bad Request"" response, providing clearer feedback when requests are invalid.",APIs,true
AC-7731,Null fields in `Country` query,"",https://github.com/magento/magento2/commit/ef666cd9,"Fixed an issue where orders containing virtual, refunded, and shipped items remained in processing by ensuring virtual items are included in shipped quantity calculations, allowing the order state to correctly transition to complete.",GraphQL,true
AC-8001,[Issue] Fix mime type typo,https://github.com/magento/magento2/issues/36899,https://github.com/magento/magento2/pull/36669,The system correctly handles and fixed the mime type and typo for gif image,UI Framework,true
AC-8147,Custom Price of 0 gets reset to original price on reorder.,https://github.com/magento/magento2/issues/36970,https://github.com/magento/magento2/commit/01cee3c3,"Fixed issue where products with a custom price of 0 reverted to their original price during reorder.
Now, the custom price is retained correctly, ensuring accurate pricing when reordering items.",Order,true
AC-8308,Fields validation on creditmemos,https://github.com/magento/magento2/issues/37182,https://github.com/magento/magento2/commit/64823f95,"Fixed issue where field validation on the credit memo page prevented submission even after required custom fields were filled.
Now, validation works correctly and the submit button is enabled once all mandatory fields are completed.",Framework,true
AC-8343,[Issue] Remove forbidden `@author` tag from framework (part 3),https://github.com/magento/magento2/issues/37270,https://github.com/magento/magento2/pull/37020,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8346,[Issue] Use constructor property promotion in module send friend graph ql,https://github.com/magento/magento2/issues/37235,https://github.com/magento/magento2/pull/37197,"The system now utilizes constructor property promotion in the 'send friend' GraphQL module, enhancing code readability and reducing complexity. Previously, the module used properties that occupied numerous lines, making the code more complex and less readable.",Framework,true
AC-8349,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37266,https://github.com/magento/magento2/pull/37016,This PR removes `@author` tag from the codebase,Framework,true
AC-8350,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37265,https://github.com/magento/magento2/pull/37015,This PR removes `@author` tag from the codebase,Framework,true
AC-8355,[Issue] Remove forbidden `@author` tag from `Magento_Downloadable`,https://github.com/magento/magento2/issues/37251,https://github.com/magento/magento2/pull/37001,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8358,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37264,https://github.com/magento/magento2/pull/37014,"The system now adheres to coding standards by removing the forbidden `@author` tag from certain modules, enhancing code quality and consistency. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8359,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37262,https://github.com/magento/magento2/pull/37012,This PR removes `@author` tag from the codebase,Framework,true
AC-8360,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37261,https://github.com/magento/magento2/pull/37011,"The system now adheres to coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8361,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37260,https://github.com/magento/magento2/pull/37010,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, ensuring cleaner and more standardized code. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8362,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37259,https://github.com/magento/magento2/pull/37009,This PR removes `@author` tag from the codebase,Framework,true
AC-8363,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37258,https://github.com/magento/magento2/pull/37008,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8367,[Issue] Remove forbidden `@author` tag from `Magento_Backup` and `Magento_Bundle`,https://github.com/magento/magento2/issues/37244,https://github.com/magento/magento2/pull/36979,This PR removes `@author` tag from the codebase,Framework,true
AC-8375,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37257,https://github.com/magento/magento2/pull/37007,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8376,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37256,https://github.com/magento/magento2/pull/37006,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8400,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37254,https://github.com/magento/magento2/pull/37004,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8401,[Issue] Remove forbidden `@author` tag,https://github.com/magento/magento2/issues/37255,https://github.com/magento/magento2/pull/37005,"The system now adheres to the coding standards by removing the forbidden `@author` tag from certain modules, enhancing the overall code quality. Previously, the presence of this tag in some modules was in violation of the established coding standards.",Framework,true
AC-8440,Tax rate admin ui error,"",https://github.com/magento/magento2/commit/a3b1abc2,"This ticket fixed a Tax Rate admin UI issue where switching the country (e.g., from US → UK) still displayed the previously selected US state, misleading users.
In 2.4.9-alpha3, the state field now resets to * when the selected country has no states.","Admin UI, Tax",true
AC-8575,Add to Requisition list button disappears when we try to add it from catgory page,"","",Earlier Add to Requisition list button disappears when we try to add it from catgory page which is now fixed and we can see the requisition button on category page,B2B,false
AC-8813,[Issue] Improve Extensibility of Service URL Generation,https://github.com/magento/magento2/issues/37404,https://github.com/magento/magento2/pull/37403,"The system now allows for customization of the Service URL Generation function via plugins, promoting a more maintainable approach to modifications. Previously, customization of this function was achieved through preferences, which may not have been as efficient or maintainable.",Framework,true
AC-8814,[Issue] Remove forbidden `@author` tag from `Magento_Backend`,https://github.com/magento/magento2/issues/37522,https://github.com/magento/magento2/pull/36976,This PR removes `@author` tag from the codebase,UI Framework,true
AC-8949,"GraphQL query ""customerOrders"" with ""number"" attribute causes internal server error","",https://github.com/magento/magento2/commit/3b5ac075,"Fixed issue where the GraphQL customerOrders query returned an internal server error when requesting the number field.
Now, the resolver correctly returns the order increment ID, allowing the query to execute successfully and retrieve the order number.",GraphQL,true
AC-9215,[Issue] Fix variable name in catalogsearch,https://github.com/magento/magento2/issues/37810,https://github.com/magento/magento2/pull/33533,"The system now correctly names variables in the search engine module, enhancing code clarity and maintainability. Previously, an irrelevant variable name, $defaultCountry, was used in the search engine module, causing confusion.",Framework,true
AC-9244,"`/orders`(or `/orders/{id}`) endpoint missing ""state"" and ""status"" fields",https://github.com/magento/magento2/issues/37807,https://github.com/magento/magento2/commit/01cee3c3,"Fixed issue where the `/orders` and `/orders/{id}` API responses omitted the state and status fields when database values were null.
Now, both fields are consistently returned in the response, ensuring compliance with API documentation and improving data reliability.",APIs,true
AC-9245,Console error in Email preview in the Magento admin,https://github.com/magento/magento2/issues/37820,https://github.com/magento/magento2/pull/37933,The system will not throw any console error when we are previewing the email template,Other Developer Tools,true
AC-9370,[Issue] magento/magento2#: GraphQl mutation. Additional test coverage for customer storeConfig settings.,https://github.com/magento/magento2/issues/37915,https://github.com/magento/magento2/pull/28761,"The System now adds the additional test coverage for the next customer storeConfig options:
required_character_classes_number
minimum_password_length",Test framework,true
AC-9381,[Issue] Avoid direct access to reviews list Ajax,https://github.com/magento/magento2/issues/37920,https://github.com/magento/magento2/pull/33876,The system correctly handles and Avoid direct access to reviews list Ajax,UI Framework,true
AC-9424,Refund with negative qty alway refund discound,https://github.com/magento/magento2/issues/37917,https://github.com/magento/magento2/commit/ef666cd9,"Fixed issue where creating a credit memo with a negative quantity incorrectly refunded the discount amount.
Now, discounts are not refunded for negative quantities, and the refund quantity is correctly set to zero.",Product,true
AC-9428,"Cart price rule with condition SKU doesn't take into account the ""leading zeros"" in the SKU (sku: 01234 is the same as 1234)",https://github.com/magento/magento2/issues/37919,https://github.com/magento/magento2/pull/39525,"The System now correctly handles Cart price rule with condition SKU take into account the ""leading zeros"" in the SKU",Admin UI,true
AC-9605,Place order with disabled Payment method working,https://github.com/magento/magento2/issues/37983,https://github.com/magento/magento2/commit/a8cf637b,"Fixed an issue where orders could be placed using a disabled payment method via GraphQL.
Now, an error is returned when attempting to set or use an unavailable payment method, preventing the order from being created.",Order,true
AC-9985,[Issue] Set price on quote item instead of base_price,https://github.com/magento/magento2/issues/38094,https://github.com/magento/magento2/pull/36878,The system correctly handles quote item's price set to the base_price instead of the price if you have multiple currencies in one website on the frontend,Cart & Checkout,true
ACP2E-2885,Products graphql returned disabled categories in the category aggregations,"",https://github.com/magento/magento2/commit/b12ffe36,After the fix disabled categories aren't returned for the products GraphQl request.,"Catalog, GraphQL, Search",true
ACP2E-3399,GraphQL Response for Order placement does not include the exception message,"",https://github.com/magento/magento2/commit/9608ca21,"Reverted previous change that was returning errors in a different format. Now potential errors are returned in a consistent manner, not breaking GraphQL schema. This should be added as known BIC, approved by PM here: https://jira.corp.adobe.com/browse/ACP2E-3399?focusedId=45248897&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-45248897",GraphQL,true
ACP2E-3449,Slow query is executed when product widget is included via pagebuilder,"",https://github.com/magento/magento2/commit/df92debe,The Query for product widgets creation including product SKUs is optimized.,Product,true
ACP2E-3493,Expired persistent quotes are not cleaned up by a cron job sales_clean_quotes,"",https://github.com/magento/magento2/commit/11be3dff,"The expired persistent quotes are now cleared when the 'persistent_clear_expired' cron job runs. Previously, the expired persistent quotes where not cleared by any other cron job.",Cart & Checkout,true
ACP2E-3504,Product images not resized when added as configurable product,"",https://github.com/magento/magento2/commit/df92debe,"Previously, images added through Configurations in the admin panel did not adhere to the maximum upload size limit, which could lead to inconsistencies and management challenges. Now, a fix has been implemented to ensure that images are automatically resized during upload to comply with the maximum size limit, streamlining the process and maintaining system standards.",Product,true
ACP2E-3506,GraphQL Response for Order placement is partially localised,"",https://github.com/magento/magento2/commit/9608ca21,"Errors returned by placeOrder GraphQl mutation were not fully localized. Now, in a multilanguage context, errors are properly translated.",GraphQL,true
ACP2E-3515,[Cloud] Some Inline Javascript does not work after upgrade to magento 2.4.6-p7,"","","Clicking on ""delete"" button in ""Add to Order by SKU"" in admin will now remove the SKU. Previously, clicking on""delete"" button in ""Add to Order by SKU"" did not remove the SKU.",Order,false
ACP2E-3523,Issue with Default Attribute Option Value Behavior for Multiselect,"",https://github.com/magento/magento2/commit/9608ca21,"Prior to the fix default values for multiple options attribute were not being saved properly. Now, after the fix, the values are properly stored in the database.",Admin UI,true
ACP2E-3526,[Cloud] Bug when adding products to category,"","","The pagination and record count label now work correctly when adding products to a category via the popup grid. Previously, loading only a single page with items equal to the page size caused issues with the item selection dropdown.",Catalog,false
ACP2E-3538,indexer_update_all_views cron error with MAGE_INDEXER_THREADS_COUNT,"",https://github.com/magento/magento2/commit/9608ca21,Fixed issue for MAGE_INDEXER_THREADS_COUNT > 2 with Customer Segment indexer,Catalog,true
ACP2E-3540,Backend admin menu subtitles not displaying,"","","All titles of the main menu groups will now be properly displayed. Previously, if the second or third column of the main menu contained only one group of links, the title of the group was not displayed.",Admin UI,false
ACP2E-3541,"""Something went wrong"" error on checkout for inactive company","",https://github.com/magento/magento2/commit/df92debe,"Prior to the fix, the logout action was not being completed properly on the cart page, if the longged in user company was no longer enabled. Now, if the company is no longer available, the logout is performed properly.",Cart & Checkout,true
ACP2E-3544,Async Bulk Operation remains in open state for async.magento.configurableproduct.api.optionrepositoryinterface.save.post,"",https://github.com/magento/magento2/commit/9608ca21,"Bulk API endpoints will now throw an error if the request body is not an Array, thus requiring bulk item keys to be consecutive numbers starting from 0. Previously, bulk item status was not updated due to the arbitrary item key submitted in the bulk request.",APIs,true
ACP2E-3545,"Exception while adding ""Conditions Combination"" in Page Builder Products widget condition","",https://github.com/magento/magento2/commit/11be3dff,"The issue has been fixed by adding a check to skip missing or incomplete conditions. Previously, this caused error logs to be generated due to the handling of incomplete conditions in the system.",Catalog,true
ACP2E-3558,Unable to upload image with relatively small width,"",https://github.com/magento/magento2/commit/9608ca21,The system no longer fails to resize image with relatively small width to its height.,Content,true
ACP2E-3563,Issue while moving the product qty to back to shopping cart from the admin,"",https://github.com/magento/magento2/commit/c8ba4ab1,"When creating an order from the admin, products in the customer cart on the sidebar will not disappear when added to the order.",Admin UI,true
ACP2E-3621,[CLOUD] API REST bug on is_subscribed value not considering from the current store  using searchCriteria,"",https://github.com/magento/magento2/commit/9608ca21,"API REST Customer query fetches the correct ""is_subscribed"" value from the correct store using searchCriteria
Previously the API REST Customer query did not consider store when fetching is_subscribed"" value.",APIs,true
ACP2E-3633,Browser crash when loading attribute set,https://github.com/magento/magento2/issues/38810,https://github.com/magento/magento2/commit/b12ffe36,Browser no longer crashes on attribute set edit page if there are more than 4k product attributes,Catalog,true
ACP2E-3646,"Addresses selection is not saved when we ""Check Out with Multiple Addresses""","",https://github.com/magento/magento2/commit/6ea61121,"Prior to the fix when cancelling the multishipping option, the address was not preselected when reverting back to multshipping. Now, the default address is replaced with one of the selections made within the multishipping screen.",Cart & Checkout,true
ACP2E-3657,Weak Password Management,"",https://github.com/magento/magento2/commit/df92debe,"The admin user cannot be saved when using the same password. Previously, it was saved successfully without a proper validation.","Admin UI, Security",true
ACP2E-3658,Admin displays incorrect currency symbol on when creating return,"",https://github.com/magento/magento2/commit/df92debe,"In a multi-website setup with different currencies (EUR/USD/GBP), the return product selection page in admin is now displaying the correct tcurrency symbol. Previously, it displayed the default currency symbol.","Order, Pricing",true
ACP2E-3660,REST endpoint Product Import Json not validate the mandatory fields,"",https://github.com/magento/magento2/commit/df92debe,"Name field is now required when creating new products through the import process  (admin or API). Prior to the fix, you could have created new products without name, this would have broken the admin interface and created invalid products.",Import / export,true
ACP2E-3662,gift_cards serialized data is inconsistent in the sales_order table,"","","gift_cards data in sales_order table is now serialized correctly. Previously, it was serialized every time the order was updated.",Order,false
ACP2E-3664,Page Builder's Product component doesn't work if the user doesn't have Widget permission,"",https://github.com/magento/magento2-page-builder/commit/bd9181b6,"Prior to the fix, when accessing a widget without permissions, the page was throwing a generic error and displaying a ""loading"" GIF. Now, after the fix, a modal window is displayed with ""Sorry, you need permissions to view this content."" message.",Content,true
ACP2E-3666,[Mainline] Cart Price rule is not respecting Multishipping,"",https://github.com/magento/magento2/commit/b12ffe36,"Prior to the implementation of this correction, the cart price rule for multi-shipping products did not apply correctly when sub-select conditions were applied and free shipping was enabled. However, since the correction was applied, the cart price rule for multi-shipping carts now functions as intended.","Cart & Checkout, Shipping",true
ACP2E-3669,[CLOUD] Product URL Rewrites Not Created for New Store: Go Live Blocker,"",https://github.com/magento/magento2/commit/df92debe,"Product URL Rewrites for New Store is successfully created. 
Previously operation ended with memory leak or with timeout.",Catalog,true
ACP2E-3671,Previewing a scheduled update opens the first store view in alphabetical order instead of the store view of interest,"",https://github.com/magento/magento2/commit/b12ffe36,"Previous to the fix, the preview of a scheduled update opened in the first store view in alphabetical order instead of the assigned store view.
After the fix, the preview now correctly opens in the store view assigned to the CMS block staging update.",Staging & Preview,true
ACP2E-3673,allow_parallel_generation should be set through environment variable,"",https://github.com/magento/magento2/commit/b12ffe36,"After the fix, the ""MAGENTO_DC_CACHE__ALLOW_PARALLEL_GENERATION"" environment variable can be used to set the ""allow_parallel_generation"" configuration.",Framework,true
ACP2E-3674,Staging_apply_version Cron behavior issue -  special_price ignored,"","","After the fix, quotes totals will be recalculated after changing special price by scheduled product update.",Staging & Preview,false
ACP2E-3676,Exception while creating UPS shipping label,"",https://github.com/magento/magento2/commit/b12ffe36,Fixed Warning: Array to string conversion during UPS shipping label creation,Shipping,true
ACP2E-3679,Action logs for content staging,"","","The Action Logs now will show the Staging Update activities. Previously, the Staging Update log was not recorded in the Admin Action Logs.","Admin UI, Security, Staging & Preview",false
ACP2E-3688,Attribute Default Value for Options Not Working,"",https://github.com/magento/magento2/commit/520f9e30,"Previously, when we changed the default value of a product select attribute, it appeared as an array element with the previous values. After this fix is applied, when we update a product attribute value it will save as a single element at eav_attribute table.",Catalog,true
ACP2E-3693,Wrong catalog price rule discount applied to the child product,"",https://github.com/magento/magento2/commit/a20a6ff2,"Fixes the issue where the catalog price rule for the variation is overridden by the parent configurable product, in case where both rules have the same priority.","Catalog, Pricing",true
ACP2E-3699,Incorrect Gift Card Code URL in the email when purchased in from the secondary website,"","","Previously, the multi-store setup and gift card for non-default stores always redirected the gift card claim to the default website. After this fix is applied, the email will redirect the gift card claim link to the correct scope or website.","Cart & Checkout, SEO",false
ACP2E-3704,Gift Card validation fails when editing due to thousand separator,"","",Fixed issue with gift card product type saving when the gift card amount is 1000 and more.,Catalog,false
ACP2E-3709,[Cloud] Changing table column type from Int to Decimal using db_schema.xml file In Magento 2 Results In Errors,"",https://github.com/magento/magento2/commit/df92debe,"Changing the column data type is not working correctly. Previously, it throws an error: The attribute 'identity' is not allowed.",Framework,true
ACP2E-3712,Environment specific unit tests failures in AC 2.4.7-p3,"",https://github.com/magento/magento2/commit/9ad7d277,This issue fixes unit test failures that are not reproducing on all versions and environments. Previously to the fix some unit tests failed due different library versions or due to missing functionality added in a later version.,Test framework,true
ACP2E-3720,Missing Website Filter Option in Export Process,"",https://github.com/magento/magento2/commit/520f9e30,It is now possible to filter products by websites when creating products export.,Import / export,true
ACP2E-3721,Category Permissions module possibly preventing caching,"","",3rd party controllers now cached correc tly with customer segments,Performance,false
ACP2E-3727,The grand total calculation does not including the Tax amount,"","",Order contains correct totals when places from existing Purchase Order with Cross Border Trade enabled.,B2B,false
ACP2E-3728,Store Pickup not respecting maximum search radius when address is changed at checkout,"",https://github.com/magento/inventory/commit/07620383,"Now pre-selected store in ""Pick in Store"" will update if the shipping address changes. Previously, once a store was pre-selected, it did not change even if the new shipping address is not within the radius of the selected store",Inventory / MSI,true
ACP2E-3734,Incorrect config path for remote storage path style configuration,"",https://github.com/magento/magento2/commit/df92debe,"After the fix, setting the remote storage path style configuration will impact the actual AWS S3 path style configuration.",Content,true
ACP2E-3744,async.operations.all can create multiple entries for 1 SKU,"",https://github.com/magento/magento2/commit/520f9e30,Concurrent requests to save and update the same product are now serialized to prevent race conditions  which may result in data inconsistency or duplicated products,APIs,true
ACP2E-3752,Duplicate of AC-13913 - Static attribute cleaning asynchronously.,"",https://github.com/magento/magento2/commit/520f9e30,"After the fix, there is no 'Undefined array key ""apply_to""' error when numerous instances of the \Magento\CatalogImportExport\Model\Import\Product\Type\AbstractType are created.",Import / export,true
ACP2E-3772,Restricted admin users can't mass update product status,"","",The custom admin can mass update product status as it's a website-level property. The status is updated only on the websites the restricted admin has access too.,Admin UI,false
ACP2E-3774,Concurrent Calls to Reorder GraphQL API - Same Products Added to Different Rows,"",https://github.com/magento/magento2/commit/c8ba4ab1,"Fixes the issue where concurrent calls to the Reorder GraphQL API result in the same products being added as different rows, leading to data inconsistencies.",GraphQL,true
ACP2E-3781,"Exception ""Cannot create rendition for media asset paths"" during image insertion","",https://github.com/magento/magento2/commit/520f9e30,"After removing the values of the Maximum Width and Maximum Height of the Media Gallery Image Optimization configuration, the error is not occurred any more during the image optimization process.","Admin UI, Content",true
ACP2E-3785,updateCustomerEmail GraphQL mutation(Change email Address) doesn't trigger the email Notification,"",https://github.com/magento/magento2/commit/c8ba4ab1,"Previously, email was not sent to customers after successfully updating their email addresses on their accounts. After the fix has been applied, customers now receive email notifications after successfully updating their email addresses.",GraphQL,true
ACP2E-3786,Not able to preview Scheduled Product update with Category Permissions enabled,"",https://github.com/magento/magento2/commit/7accebfa,Prior to the fix a future to be enabled product was not being displayed in preview mode. Now it will be displayed even if the current status is disabled.,Staging & Preview,true
ACP2E-3790,New currency (XCG) support in Adobe,"",https://github.com/magento/magento2/commit/520f9e30,Caribbean Guilder (XCG) is added to the currencies list.,Framework,true
ACP2E-3791,[Cloud] Delete operation is forbidden for current area error during customer account creation,"",https://github.com/magento/magento2/commit/6ea61121,"After the fix saving a customer with an invalid address returns a message describing the reason for invalidity instead of irrelevant ""Delete operation is forbidden for current area"".",Account,true
ACP2E-3793,No store is available after redirecting to home page and checkout,"","https://github.com/magento/magento2/commit/a20a6ff2, https://github.com/magento/inventory/commit/62c0d79b","Previously selected store will now be pre-selected in the “Pick in Store” shipping if the customer navigates to the payment page, then returns to the home page, and finally returns to the checkout page. Previously, after repeatedly returning to the checkout page, the selected store in the “Pick in Store” would be cleared.",Inventory / MSI,true
ACP2E-3796,Unassigning categories in a B2B shared catalog via the REST API is slow,"","","Now the performance is significantly improved when unassigning categories in B2B. Previously, it took a long time to unassign categories in the B2B shared catalog.",B2B,false
ACP2E-3805,Dynamic Attribute Not Updating in Gift Registry via updateGiftRegistry Mutation,https://mcstaging.briscoes.co.nz/,"","Previously, before this fix through the updateGiftRegistry mutation, the custom attribute of the gift registry was not modified or updated through GraphQL mutations. After this fix has been applied, the dynamic attribute of the gift registry can successfully be updated through the updateGiftRegistry mutation.",GraphQL,true
ACP2E-3807,[Cloud] Recent Orders not appearing in other store view if the orders are created on one store view,"",https://github.com/magento/magento2/commit/a20a6ff2,"Resolved an issue where the ""My Account"" page did not display recent orders from other Store Views within the same Store. The order retrieval logic has been updated to ensure consistent order visibility across all Store Views, aligning with the behavior of the ""My Orders"" page.",Cart & Checkout,true
ACP2E-3815,Scope is showing different Store View during Preview,"","","Previous to the fix, a staging update preview of cms block and cms page content might have opened in a different store, than the store assigned on the cms block or page when accessed from Content Staging Dashboard. After the fix, if the cms block or page have only a specific store assigned in the staging update, the preview from Content Staging Dashboard will open with the correct store selected.",Staging & Preview,false
ACP2E-3818,All items from other customers compare lists are assigned to the customer after logging in via the admin,"",https://github.com/magento/magento2/commit/462ede94,"Previously, when an admin used the ""Login as Customer"" feature in the backend, products from the compare list of a previously logged-in customer were incorrectly assigned to the currently impersonated customer.  After the fix the compare list loads correctly for the correct logged-in customer.",Product,true
ACP2E-3830,[Staging2] Stored cards are not visible on Admin panel,"",https://github.com/magento/magento2/commit/7accebfa,"Fixes the issue where the ""Stored Card"" payment option no longer appeared in the backend order placement form after an upgrade.",Admin UI,true
ACP2E-3854,Bundled/Merged JS not part of SRI Hashes,"",https://github.com/magento/magento2/commit/4ca73607,"Prior to the fix generated bundle or merged files were not being added to SRI hashes list. Now, the files are being proprly added to the SRI hashes.",Security,true
ACP2E-3856,Upgrade compatibility Tool with wrong critical issue,"","",N/A,Upgrades - Upgrade Compatibility Tool,false
ACP2E-3867,Missing validation for Catalog Price rule discount amount field,"",https://github.com/magento/magento2/commit/462ede94,"Previously, the discount_amount field in the staging schedule update was not validated correctly with the current validation rules. However, after applying the fix, the discount_amount field will be validated appropriately.",Staging & Preview,true
ACP2E-3869,[Mainline] [CLOUD] Image Resizing consumes over 400GB of disk space,"",https://github.com/magento/magento2/commit/9ad7d277,"After the fix, the `catalog:images:resize` command used with `--skip_hidden_images` flag will not generate image caches for websites where images are not present.",Catalog,true
ACP2E-3871,Issue with upgrade 2.4.7-p5 due to added new validation,"",https://github.com/magento/magento2/commit/9ad7d277,"Fixed an issue in the SchemaBuilder class where an undefined array key ""column"" caused a crash during schema creation or updates. This occurred when processing table data that did not include a ""column"" key.",Framework,true
ACP2E-3872,qty showing as  0 in the admin customer shopping cart section while adding BUNDLE products  ,"",https://github.com/magento/magento2/commit/3ad96f6a,"The Shopping Cart section in Customer Activities now displays the correct quantity. Previously, the quantity was shown as 0.",Cart & Checkout,true
ACP2E-3874,"Order ""base_row_total"" and ""row_total"" show single item price in REST API response","",https://github.com/magento/magento2/commit/4ca73607,"REST api response for order details now contains correct values for ""base_row_total"" and ""row_total"" attributes in case when several same items were ordered",APIs,true
ACP2E-3880,Product graphql missing media_type in MediaGalleryInterface,"",https://github.com/magento/magento2/commit/3ad96f6a,"The MediaGallery GraphQL request now includes the ""types"" field for product image types. Previously, this ""types"" field did not exist in the MediaGallery GraphQL request.","GraphQL, Product",true
ACP2E-3885,is_available attribute in CartItemInterface returns false even when salable stock is high,"",https://github.com/magento/magento2/commit/3ad96f6a,"The is_available attribute returns true when salable stock is high. Previously, it always return false.","Cart & Checkout, GraphQL, Inventory / MSI",true
ACP2E-3890,[QUANS]Server Issue Potentially Caused by Invalid S3 Access Key,"",https://github.com/magento/magento2/commit/2a1e1e55,Incorrect AWS S3 credentials no longer causes pages to load infinitely on storefront.,Framework,true
ACP2E-3891,Categories in admin are loading very slow,"",https://github.com/magento/magento2/commit/4ca73607,"The category loading performance has a significant improved. Previously, it took so long to load the category that caused a timeout issue.","Catalog, Performance",true
ACP2E-3896,Opensearch 2.19.1 illegal_argument_exception on one-priced categories,"",https://github.com/magento/magento2/commit/3ad96f6a,"Opensearch is no longer throwing an illegal_argument_exception on the categories containing all products with the same price. Previously, it has this exception ""[from] parameter cannot be negative"".","Framework, Search",true
ACP2E-3898,Page Builder Product Widget ordering not being applied in GraphQL,"",https://github.com/magento/magento2-page-builder/commit/bd9181b6,"Fixes the issue where the GraphQL ""route"" query response did not return products in the correct sort order within a Page Builder Products content type.",Content,true
